"","track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","cover_url"
"831","For Youth","BTS",1,2022,6,10,327,0,"114546317",5,40,"12",0,"0",117,"D","Major",63,29,51,43,0,25,4,"https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49"
"705","I'm Tired - From ""Euphoria"" An Original HBO Series","Labrinth",1,2022,2,4,1888,0,"121913181",26,1,"58",0,"0",71,"","Minor",28,26,20,19,0,30,3,"Not Found"
"672","Mujeriego","Ryan Castro",1,2021,12,17,1492,0,"231996128",44,63,"91",0,"24",80,"A","Major",76,92,62,6,0,8,13,"https://i.scdn.co/image/ab67616d0000b2730193b30d2ad5ecd9ac3f26aa"
"66","Yellow","Chris Molitor",1,1999,1,1,31358,43,"1755214421",196,2,"4,053",5,"0",173,"B","Major",43,28,66,0,0,23,3,"https://i.scdn.co/image/ab67616d0000b273be011d16b9360a7dee109774"
"643","Se Le Ve","Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,"223319934",72,0,"0",0,"0",84,"G","Minor",56,61,76,10,0,14,11,"Not Found"
"851","Hold My Hand","Lady Gaga",1,2022,5,3,2528,0,"238350348",63,8,"270",2,"105",148,"G","Major",51,21,63,5,0,41,3,"https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a"
"29","Last Night","Morgan Wallen",1,2023,1,31,2420,19,"429829812",52,107,"15",1,"325",204,"F#","Major",52,52,68,46,0,15,4,"https://i.scdn.co/image/ab67616d0000b273fc1df8423733f6f3c9e8dea2"
"378","Moscow Mule","Bad Bunny",1,2022,5,6,4572,33,"909001996",74,113,"85",9,"2",100,"F","Minor",80,29,67,29,0,12,3,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72"
"944","Privileged Rappers","Drake, 21 Savage",2,2022,11,4,1007,0,"112436403",6,5,"3",0,"0",144,"F","Major",93,62,61,0,0,12,20,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad"
"898","Don't You Worry","David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,"240918092",81,4,"248",1,"6",132,"B","Major",82,49,88,20,0,21,3,"Not Found"
"865","ULTRA SOLO REMIX","De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,"279717388",37,2,"38",2,"0",110,"C#","Major",91,59,82,8,0,6,8,"Not Found"
"90","MONTAGEM - FR PUNK","Ayparia, unxbected",2,2012,6,20,641,50,"58054811",1,52,"8",0,"1,170",129,"A","Major",63,84,82,70,8,9,7,"Not Found"
"665","Mount Everest","Labrinth",1,2019,6,21,5443,0,"467727006",45,1,"80",0,"12",89,"","Minor",46,43,43,23,8,8,22,"https://i.scdn.co/image/ab67616d0000b273e4c03429788f0aff263a5fc6"
"847","Keep Driving","Harry Styles",1,2022,5,20,2094,1,"236060709",8,1,"18",0,"0",165,"A","Major",72,90,48,32,0,18,23,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0"
"472","Christmas (Baby Please Come Home)","Darlene Love",1,1963,11,22,9122,0,"242767149",121,58,"212",0,"0",126,"D#","Major",34,35,76,39,0,8,5,"https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4"
"497","Jingle Bells - Remastered 1999","Frank Sinatra",1,1957,1,1,4326,0,"178660459",32,3,"65",0,"0",175,"G#","Major",51,94,34,73,0,10,5,"https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490"
"680","Problemï¿½","Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,"209768491",42,7,"15",0,"4",92,"D","Minor",73,37,74,28,0,14,6,"Not Found"
"225","Players","Coi Leray",1,2022,11,30,4096,6,"335074782",118,48,"143",0,"240",105,"F#","Major",95,62,52,3,0,5,16,"https://i.scdn.co/image/ab67616d0000b2731cf7cf4446b496525e423465"
"649","MAMIII","Karol G, Becky G",2,2022,2,10,6809,28,"716591492",151,102,"175",5,"29",94,"E","Minor",84,90,70,9,0,14,8,"Not Found"
"305","SORRY NOT SORRY","Tyler, The Creator",2,2023,3,31,709,0,"58473276",8,1,"13",0,"0",96,"F#","Minor",48,50,80,40,0,37,20,"Not Found"
"292","Gato de Noche","Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,"304118600",21,55,"32",3,"0",94,"G#","Major",89,61,66,17,0,36,16,"https://i.scdn.co/image/ab67616d0000b273ed132404686f567c8f793058"
"594","Rolling in the Deep","Adele",1,2010,11,29,35684,6,"1472799873",195,125,"6,280",2,"78",105,"G#","Major",73,52,76,13,0,5,3,"https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300"
"102","Too Many Nights (feat. Don Toliver & with Future)","Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,"286400165",17,119,"19",2,"266",88,"G","Minor",68,17,71,15,0,11,5,"https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2"
"194","Better Than Revenge (Taylor's Version)","Taylor Swift",1,2023,7,7,86,11,"30343206",3,33,"3",0,"1",146,"B","Minor",50,67,89,0,0,19,8,"https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481"
"487","Snow On The Beach (feat. Lana Del Rey)","Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,"323437194",33,57,"30",0,"11",110,"A","Major",66,19,32,69,0,12,4,"https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0"
"137","Trance (with Travis Scott & Young Thug)","Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,"276259178",24,90,"30",1,"176",119,"C#","Minor",75,48,53,18,0,18,34,"https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2"
"236","Search & Rescue","Drake",1,2023,4,7,2066,6,"175097833",58,70,"43",0,"182",142,"A#","Minor",82,54,44,6,0,33,7,"https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96"
"715","Freaky Deaky","Tyga, Doja Cat",2,2022,2,25,1729,0,"153240879",26,1,"19",0,"0",104,"D","Minor",80,24,65,2,0,9,4,"https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef"
"283","Punto G","Quevedo",1,2022,11,4,1985,35,"381161027",34,26,"37",5,"1",92,"B","Minor",75,55,76,25,0,10,15,"https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0"
"557","Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,"374191487",20,4,"15",1,"3",96,"C#","Minor",66,76,82,47,0,10,32,"https://i.scdn.co/image/ab67616d0000b2735bddce84bc8f03ac82c988d4"
"810","Mother I Sober (feat. Beth Gibbons of Portishead)","Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,"33381454",3,0,"2",0,"0",140,"G#","Minor",49,50,37,87,0,11,35,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"495","Party","Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,"614555082",38,64,"37",3,"36",97,"A","Major",83,47,80,2,0,24,9,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72"
"214","FLOWER","JISOO",1,2023,3,31,839,18,"232896922",20,110,"20",0,"69",124,"A","Minor",84,64,39,3,0,11,4,"https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac"
"183","Creep","Radiohead",1,1992,9,21,36724,7,"1271293243",146,72,"6,807",5,"80",92,"G","Major",53,12,34,1,0,12,4,"https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95"
"919","THE LONELIEST","Mï¿½ï¿½ne",1,2022,10,7,1585,5,"225093344",78,65,"328",1,"198",130,"D","Major",52,24,60,0,0,8,3,"Not Found"
"129","lovely - Bonus Track","Billie Eilish, Khalid",2,2017,8,11,15032,30,"2355719893",221,96,"1,078",2,"136",115,"E","Minor",35,12,30,93,0,10,3,"Not Found"
"951","A Veces (feat. Feid)","Feid, Paulo Londra",2,2022,11,3,573,0,"73513683",2,0,"7",0,"0",92,"C#","Major",80,81,67,4,0,8,6,"Not Found"
"629","The Rumbling (TV Size)","SiM",1,2022,1,10,254,0,"71014967",0,4,"23",0,"0",145,"G#","Major",41,65,88,0,0,26,5,"https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7"
"779","Dos Mil 16","Bad Bunny",1,2022,5,6,892,3,"338422004",10,24,"11",0,"0",130,"C#","Major",82,50,67,12,0,13,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72"
"887","GIVENCHY","Duki",1,2022,7,20,625,4,"185236961",13,18,"12",0,"0",103,"G#","Major",61,38,62,14,0,23,40,"https://i.scdn.co/image/ab67616d0000b273b661d9d73921e40ae97cb5e4"
"804","PUFFIN ON ZOOTIEZ","Future",1,2022,4,29,2350,0,"254218729",28,42,"23",0,"0",125,"G#","Major",88,28,66,6,0,13,31,"https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214"
"504","Fingers Crossed","Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,"349585590",65,7,"70",16,"6",109,"F","Major",60,45,47,62,0,31,5,"https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272"
"945","The Astronaut","Jin",1,2022,10,28,481,9,"203436468",10,100,"15",1,"27",125,"F","Major",54,22,76,0,0,14,3,"https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a"
"858","Antes de Perderte","Duki",1,2022,6,2,584,8,"157136970",12,1,"8",0,"1",110,"F","Minor",81,61,93,49,0,12,11,"https://i.scdn.co/image/ab67616d0000b273e63232b00577a053120ca08f"
"382","I'm Not Here To Make Friends","Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,"103787664",86,1,"49",0,"9",115,"","Major",70,84,90,17,0,41,6,"Not Found"
"781","Savior","Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,"86176890",9,0,"8",0,"0",123,"G#","Major",61,66,71,53,0,32,46,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"666","Excuses","Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,"327498031",7,21,"2",0,"0",95,"F","Minor",84,49,72,8,0,15,8,"Not Found"
"766","Die Hard","Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,"237351106",38,13,"32",0,"0",101,"C#","Minor",78,40,74,36,0,17,27,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"324","Dark Red","Steve Lacy",1,2017,2,20,10431,7,"920045682",71,53,"181",0,"10",172,"F#","Major",60,77,78,45,0,12,6,"https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979"
"684","Hrs and Hrs","Muni Long",1,2021,11,19,1800,0,"181328253",43,36,"46",13,"4",140,"G#","Minor",51,66,53,60,0,11,18,"https://i.scdn.co/image/ab67616d0000b273d424d6448da5d51e00f6fda7"
"260","MIENTRAS ME CURO DEL CORA","Karol G",1,2023,2,24,1020,35,"206399629",15,26,"30",6,"0",80,"","Major",52,57,48,86,0,15,39,"https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335"
"87","Someone You Loved","Lewis Capaldi",1,2018,11,8,17836,53,"2887241814",440,125,"1,800",0,"",110,"C#","Major",50,45,41,75,0,11,3,"https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2"
"725","Something Just Like This","The Chainsmokers, Coldplay",2,2017,2,22,23375,21,"2204080728",336,188,"2,692",3,"30",103,"B","Minor",61,47,65,3,0,17,4,"https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94"
"732","Fuera del mercado","Danny Ocean",1,2022,2,17,2499,21,"421365166",68,24,"43",1,"0",92,"G#","Major",45,27,67,32,0,13,14,"https://i.scdn.co/image/ab67616d0000b273be462dd5903fb27996331b48"
"419","Doja","Central Cee",1,2022,7,20,4169,44,"482257456",57,44,"183",1,"11",140,"F#","Major",91,97,57,38,0,40,29,"https://i.scdn.co/image/ab67616d0000b2733c7d945b6baf935e8a0ebdaa"
"897","JGL","Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,"323455692",15,33,"6",1,"0",113,"G#","Major",70,97,59,55,0,27,12,"Not Found"
"809","Pasoori","Shae Gill, Ali Sethi",2,2022,2,6,349,6,"284249832",10,22,"3",0,"0",92,"B","Minor",71,67,60,7,0,6,4,"https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f"
"300","People Pt.2 (feat. IU)","IU, Agust D",2,2023,4,7,209,4,"95816024",4,45,"11",2,"24",89,"G","Minor",73,44,57,39,0,32,6,"Not Found"
"219","Karma (feat. Ice Spice)","Taylor Swift, Ice Spice",2,2023,5,26,588,0,"46142772",23,21,"31",0,"0",90,"G#","Major",62,7,62,6,0,58,6,"https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0"
"575","Love Grows (Where My Rosemary Goes)","Edison Lighthouse",1,1970,1,1,2877,0,"BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3",16,0,"54",0,"0",110,"A","Major",53,75,69,7,0,17,3,"https://i.scdn.co/image/ab67616d0000b2739a0011cc9d31cf969b656905"
"805","Mirror","Kendrick Lamar",1,2022,5,13,1929,0,"53603447",2,0,"4",0,"0",92,"E","Minor",66,29,65,23,0,8,7,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"552","Meet Me At Our Spot","THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,"530511203",47,14,"90",0,"1",95,"D","Major",77,40,47,2,0,9,3,"https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71"
"939","Labyrinth","Taylor Swift",1,2022,10,21,1597,0,"187339835",6,3,"15",0,"0",110,"","Major",48,15,31,80,22,12,4,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5"
"655","Light Switch","Charlie Puth",1,2022,1,19,4049,0,"500340342",119,6,"85",1,"1",184,"F#","Major",69,91,63,11,0,9,31,"https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49"
"590","Praise God","Kanye West",1,2021,8,29,4651,0,"376333030",24,6,"105",0,"0",118,"C#","Major",80,21,55,1,0,26,17,"https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd"
"698","Something In The Way - Remastered 2021","Nirvana",1,1991,9,24,9514,0,"368646862",45,27,"1,197",0,"43",106,"G#","Major",44,8,20,74,42,11,3,"https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056"
"840","Satellite","Harry Styles",1,2022,5,20,3291,5,"311482393",43,28,"79",0,"208",139,"","Major",58,30,46,14,0,9,3,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0"
"44","See You Again","Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,"1047101291",77,58,"247",1,"311",79,"F#","Major",56,58,56,37,0,11,10,"https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3"
"116","No Role Modelz","J. Cole",1,2014,12,9,21164,36,"1791000570",80,65,"476",0,"14",100,"A#","Minor",70,47,52,30,0,6,33,"https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8"
"678","Numb Little Bug","Em Beihold",1,2022,1,28,2026,0,"258714692",47,3,"42",12,"6",85,"G#","Minor",74,61,52,30,0,26,9,"https://i.scdn.co/image/ab67616d0000b273dc0353a5801934f9a4bac01d"
"882","cï¿½ï¿½mo dormi","Rels B",1,2022,8,4,1452,35,"331511413",16,15,"20",0,"0",126,"C#","Major",63,56,43,24,0,12,23,"Not Found"
"424","Super Freaky Girl","Nicki Minaj",1,2022,8,12,4827,0,"428685680",104,17,"76",9,"2",133,"D","Major",95,91,89,6,0,31,24,"https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc"
"385","Boy's a liar","PinkPantheress",1,2022,11,30,1225,0,"156338624",27,0,"28",13,"0",133,"F","Major",66,74,84,25,0,21,4,"https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7"
"24","Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,1313,40,"200647221",17,152,"32",11,"139",133,"F","Minor",85,81,67,26,0,12,5,"https://i.scdn.co/image/ab67616d0000b27315583045b2fdb7d7bab10e81"
"48","Die For You","The Weeknd",1,2016,11,24,2483,59,"1647990401",68,21,"24",0,"259",134,"C#","Minor",59,51,52,9,0,15,7,"https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a"
"748","Soy El Unico","Yahritza Y Su Esencia",1,2022,3,25,226,0,"126443991",5,0,"4",0,"1",84,"E","Minor",71,63,45,45,0,11,3,"https://i.scdn.co/image/ab67616d0000b273ab621620bbfb20009cdc855e"
"757","Golden","Harry Styles",1,2019,12,13,8429,1,"807015863",85,24,"200",0,"2",140,"E","Minor",45,25,84,21,0,13,6,"https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a"
"234","69","Nicky Jam, Feid",2,2023,5,18,1134,22,"57945987",39,14,"48",2,"3",93,"G#","Major",79,58,62,11,0,11,23,"https://i.scdn.co/image/ab67616d0000b273ea97d86f1fa8532cd8c75188"
"357","WANDA","Quevedo",1,2023,1,20,888,22,"175399345",11,24,"7",1,"7",176,"E","Minor",72,96,63,25,0,21,7,"https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0"
"307","La Bebe","Yng Lvcas",1,2021,12,24,489,17,"191945597",4,11,"5",1,"2",170,"D","Minor",78,75,46,62,0,12,35,"https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9"
"710","Nail Tech","Jack Harlow",1,2022,2,18,2939,0,"193443895",42,0,"24",0,"0",150,"E","Minor",65,11,58,0,0,12,9,"https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a"
"125","Por las Noches","Peso Pluma",1,2021,6,11,457,24,"330346424",8,116,"4",3,"2",92,"","Major",81,39,60,31,0,7,3,"https://i.scdn.co/image/ab67616d0000b273427d9aa38866b43ed45f6b0c"
"834","Cash In Cash Out","Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,"136676504",34,0,"29",0,"0",120,"G","Major",88,15,56,1,0,8,6,"https://i.scdn.co/image/ab67616d0000b2738f0df54fd6043164d7c07ae3"
"138","Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,"54225632",3,88,"1",0,"52",110,"G","Minor",76,96,72,32,0,9,4,"Not Found"
"657","Brividi","Mahmood, Blanco",2,2022,2,2,1175,0,"135079152",34,1,"31",0,"0",123,"G","Major",52,44,60,40,0,26,3,"https://i.scdn.co/image/ab67616d0000b273ac4a7d6e5e77c52ba430278b"
"775","Silent Hill","Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,"123216717",22,0,"23",0,"0",140,"C#","Minor",92,78,57,46,0,14,9,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"853","Numb","Marshmello, Khalid",2,2022,6,10,3879,2,"295307001",107,76,"86",1,"9",120,"","Minor",91,63,77,12,1,10,5,"https://i.scdn.co/image/ab67616d0000b2732ff34dbc50313f8cea7b5db5"
"332","Numb","Linkin Park",1,2003,3,24,20111,5,"1361425037",39,0,"7,341",0,"0",110,"A","Major",50,24,86,0,0,64,4,"https://i.scdn.co/image/ab67616d0000b273b4ad7ebaf4575f120eb3f193"
"571","Volando - Remix","Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,"610045621",101,34,"70",1,"2",154,"F#","Major",66,63,69,21,0,11,7,"Not Found"
"581","Acapulco","Jason Derulo",1,2021,9,1,3098,0,"363467642",111,5,"182",1,"0",122,"A#","Major",77,51,79,5,0,16,5,"https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757"
"765","About Damn Time","Lizzo",1,2022,4,14,9021,0,"723894473",242,49,"272",21,"24",109,"A#","Minor",84,72,74,10,0,34,7,"https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04"
"363","Neverita","Bad Bunny",1,2022,5,6,2590,30,"671365962",20,64,"35",6,"0",122,"A#","Major",88,43,50,7,0,14,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72"
"893","El Rescate","Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,"287278853",10,43,"3",1,"0",99,"G","Minor",79,64,59,28,0,11,14,"https://i.scdn.co/image/ab67616d0000b2731857fd24035428986c831a7f"
"926","Celestial","Ed Sheeran",1,2022,9,29,1639,0,"176474912",86,14,"80",0,"37",123,"D","Major",57,50,85,5,0,16,4,"https://i.scdn.co/image/ab67616d0000b27300bc0dcf5dd155f73eff5267"
"223","Ch y la Pizza","Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,"288101651",10,72,"8",3,"14",149,"G#","Major",66,85,60,40,0,14,13,"https://i.scdn.co/image/ab67616d0000b273cdbbe3160616f7c85e2eb2c8"
"953","Alone","Burna Boy",1,2022,11,4,782,2,"96007391",27,18,"32",1,"0",90,"E","Minor",61,32,67,15,0,11,5,"https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2"
"924","we fell in love in october","girl in red",1,2018,11,21,6858,0,"723043854",31,21,"15",0,"4",130,"G","Major",57,24,37,11,18,16,3,"https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a"
"200","Take On Me","a-ha",1,1984,10,19,44927,17,"1479115056",34,0,"5,108",6,"0",84,"F#","Minor",57,86,90,2,0,9,5,"https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53"
"620","Enemy - from the series Arcane League of Legends","Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,"1223481149",8,8,"8",2,"0",77,"G","Major",73,54,74,23,0,41,23,"https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13"
"153","Danza Kuduro","Don Omar, Lucenzo",2,2010,1,1,17138,37,"1279434863",119,81,"974",1,"503",130,"","Major",47,86,92,8,0,5,24,"https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94"
"19","Classy 101","Feid, Young Miko",2,2023,3,31,2610,40,"335222234",43,100,"54",14,"187",100,"B","Major",86,67,66,14,0,12,16,"https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a"
"422","Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,"195516622",12,22,"12",0,"2",88,"G","Minor",49,24,66,19,0,18,29,"https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2"
"739","Chance","Paulo Londra",1,2022,4,6,225,0,"89566512",11,0,"7",0,"0",138,"C#","Minor",72,22,46,24,0,9,6,"https://i.scdn.co/image/ab67616d0000b273cb74f60124f5268784563f0b"
"854","Nos Comemos (feat. Ozuna)","Ozuna, Tiago pzk",2,2022,6,2,896,0,"138334433",0,0,"2",0,"0",92,"F#","Major",83,56,82,10,0,9,5,"Not Found"
"238","Lavender Haze","Taylor Swift",1,2022,10,21,3763,8,"488386797",51,43,"38",10,"1",97,"A#","Major",73,10,44,26,0,16,8,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5"
"327","Heart To Heart","Mac DeMarco",1,2019,5,10,1640,0,"244658767",27,27,"29",1,"1",150,"G#","Minor",90,64,14,67,35,11,10,"https://i.scdn.co/image/ab67616d0000b273fa1323bb50728c7489980672"
"904","B.O.T.A. (Baddest Of Them All) - Edit","Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,"244585109",102,53,"113",12,"0",137,"","Major",74,71,89,24,61,15,5,"Not Found"
"52","Baby Don't Hurt Me","David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,"177740666",145,111,"213",11,"810",128,"G","Major",60,23,91,0,0,12,3,"https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a"
"206","S-Class","Stray Kids",1,2023,6,2,290,19,"65496046",9,101,"5",0,"73",105,"F","Minor",89,67,78,9,0,7,33,"https://i.scdn.co/image/ab67616d0000b273e27ba26bc14a563bf3d09882"
"763","Love Yourself","Justin Bieber",1,2015,11,9,22730,5,"2123309722",289,87,"2,430",0,"36",100,"E","Major",61,53,38,84,0,28,44,"https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de"
"455","Sleigh Ride","The Ronettes",1,1963,11,22,10114,0,"404664135",114,74,"262",0,"0",92,"D","Major",53,84,77,40,0,32,3,"https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4"
