"","track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","cover_url"
"574","Don't Be Shy","Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,"566954746",171,51,"187",1,"21",120,"B","Minor",77,51,79,20,0,26,6,"Not Found"
"638","Permission to Dance","BTS",1,2021,7,9,1801,2,"608334048",77,134,"74",0,"2",125,"A","Major",70,65,74,1,0,34,4,"https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8"
"608","2055","Sleepy hallow",1,2021,4,14,2226,0,"624515457",29,0,"44",0,"0",161,"F#","Minor",78,65,52,46,0,12,31,"https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1"
"907","Ferxxo 100","Feid",1,2022,6,3,1647,30,"278920007",20,49,"23",2,"2",164,"G#","Minor",70,58,57,25,0,15,7,"https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb"
"123","Nonsense","Sabrina Carpenter",1,2022,7,15,2346,27,"342897938",69,12,"38",8,"64",139,"G#","Major",74,68,68,3,0,26,4,"https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf"
"540","Oh My God","Adele",1,2021,11,19,4431,0,"466214729",105,7,"199",0,"0",88,"C#","Major",53,55,73,9,0,3,5,"https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7"
"654","The Next Episode","Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,"843309044",142,40,"5,451",1,"953",95,"D#","Minor",92,31,89,3,0,8,25,"https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5"
"901","Forget Me","Lewis Capaldi",1,2022,9,9,2520,4,"239411309",93,95,"84",9,"202",102,"C#","Minor",67,72,74,30,0,36,4,"https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952"
"873","Last Last","Burna Boy",1,2022,5,12,4526,12,"293466523",156,275,"150",3,"128",88,"D#","Minor",80,55,56,13,0,8,9,"https://i.scdn.co/image/ab67616d0000b27312ebde47882280b814275600"
"652","Boyfriend","Dove Cameron",1,2022,2,11,3766,0,"496311364",76,0,"102",0,"2",180,"G","Minor",35,23,61,23,0,19,6,"https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc"
"673","HUMBLE.","Kendrick Lamar",1,2017,3,30,33206,1,"1929770265",284,114,"1,481",0,"5",150,"C#","Minor",91,42,60,0,0,9,12,"https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699"
"50","Die For You - Remix","Ariana Grande, The Weeknd",2,2023,2,24,3408,47,"518745108",87,86,"74",1,"16",67,"C#","Minor",53,50,53,23,0,44,7,"Not Found"
"131","Queencard","(G)I-DLE",1,2023,5,15,451,33,"96273746",10,126,"7",0,"148",130,"E","Minor",82,69,83,3,0,27,5,"https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616"
"101","Lover","Taylor Swift",1,2012,1,1,8448,23,"882831184",160,110,"163",0,"5",206,"G","Major",43,50,55,50,0,15,10,"https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647"
"525","THATS WHAT I WANT","Lil Nas X",1,2021,9,17,7963,0,"920797189",173,7,"298",0,"4",88,"C#","Minor",74,55,85,1,0,5,22,"https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd"
"348","Man Made A Bar (feat. Eric Church)","Morgan Wallen, Eric Church",2,2023,3,3,329,0,"58890931",14,35,"1",0,"0",148,"E","Major",50,49,76,12,0,12,3,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9"
"67","Karma","Taylor Swift",1,2022,10,21,3818,23,"404562836",37,55,"32",0,"272",90,"G#","Major",64,10,62,7,0,48,7,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5"
"888","ALIEN SUPERSTAR","Beyoncï¿",1,2022,7,29,2688,0,"171788484",39,47,"36",0,"0",122,"A#","Minor",55,46,64,0,0,17,10,"Not Found"
"498","Far","SZA",1,2022,12,9,680,0,"51641685",2,15,"1",0,"0",116,"D","Major",61,48,55,67,0,16,8,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"465","Special","SZA",1,2022,12,9,906,0,"88092256",6,21,"3",0,"0",76,"","Major",60,19,20,78,0,11,5,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"58","La Bachata","Manuel Turizo",1,2022,5,26,6804,45,"1214083358",139,111,"161",15,"210",125,"G","Minor",84,85,68,58,0,22,4,"https://i.scdn.co/image/ab67616d0000b273c9f744b0d62da795bc21d04a"
"624","All of Me","John Legend",1,2013,8,1,27221,0,"2086124197",308,118,"4,534",2,"77",120,"G#","Major",42,33,26,92,0,13,3,"https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78"
"70","Enchanted (Taylor's Version)","Taylor Swift",1,2023,7,7,148,24,"39578178",32,93,"8",2,"5",82,"G#","Major",51,22,53,1,0,15,3,"https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481"
"751","Falling","Harry Styles",1,2019,12,13,7556,0,"1023187129",124,24,"254",0,"8",110,"E","Major",57,6,27,84,0,9,3,"https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a"
"184","Car's Outside","James Arthur",1,2019,10,18,794,10,"265882712",38,25,"61",0,"263",150,"A","Major",34,24,56,4,0,11,3,"https://i.scdn.co/image/ab67616d0000b273dc16d839ab77c64bdbeb3660"
"425","Running Up That Hill (A Deal With God)","Kate Bush",1,1985,9,16,21811,0,"1024858327",117,1,"676",3,"0",108,"A#","Minor",63,20,55,72,0,6,6,"https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252"
"640","RAPSTAR","Polo G",1,2021,4,9,4731,0,"797402345",141,12,"78",0,"0",81,"F#","Major",79,44,54,41,0,13,24,"https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b"
"68","People","Libianca",1,2022,12,2,3506,56,"373199958",105,64,"169",8,"529",198,"A#","Minor",59,71,42,55,0,10,7,"https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735"
"459","Used (feat. Don Toliver)","SZA, Don Toliver",2,2022,12,8,1042,0,"94005786",7,29,"3",0,"0",150,"A#","Minor",73,71,69,53,0,32,9,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"509","How Do I Make You Love Me?","The Weeknd",1,2022,1,7,1915,0,"119238316",7,47,"15",0,"0",121,"G","Minor",80,62,51,2,0,9,8,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d"
"584","ELEVEN","IVE",1,2021,12,1,521,1,"247737946",17,89,"11",0,"0",120,"A","Major",83,59,73,6,0,5,11,"https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb"
"650","Still D.R.E.","Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,"1210599487",141,78,"6,591",1,"0",93,"B","Major",81,53,78,18,0,6,24,"https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5"
"648","Sï¿½ï¿½","Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,"177129919",30,26,"15",0,"0",90,"F#","Minor",63,75,75,17,0,11,8,"Not Found"
"162","Gasolina","Daddy Yankee",1,2004,7,13,6457,18,"657723613",98,95,"453",0,"454",96,"","Major",86,74,80,33,0,8,6,"https://i.scdn.co/image/ab67616d0000b2736bdcdf82ecce36bff808a40c"
"188","Circles","Post Malone",1,2019,8,30,19664,16,"2132335812",391,73,"633",3,"37",120,"","Major",70,59,75,24,0,9,4,"https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02"
"795","Mr. Morale","Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,"58687425",1,0,"3",0,"0",174,"A","Major",73,26,54,30,0,34,32,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"660","she's all i wanna be","Tate McRae",1,2022,2,4,2711,0,"343197054",105,12,"51",0,"12",160,"D","Minor",61,65,64,1,0,12,4,"https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2"
"592","Before You Go","Lewis Capaldi",1,2019,11,1,8327,24,"1608045237",205,130,"625",0,"25",112,"D#","Major",45,19,60,63,0,9,6,"https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4"
"468","SOS","SZA",1,2022,12,9,827,0,"73981293",6,18,"1",0,"0",119,"G","Minor",51,51,66,67,0,9,23,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"276","Igualito a Mi Apï¿","Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,"158950978",8,84,"5",1,"4",145,"E","Minor",76,80,81,19,0,6,9,"Not Found"
"152","Bye","Peso Pluma",1,2023,5,26,324,14,"95053634",13,110,"8",2,"60",122,"","Major",78,70,81,57,0,10,5,"https://i.scdn.co/image/ab67616d0000b27310c8a001a18fd9f1b3552a9d"
"814","Honest (feat. Don Toliver)","Justin Bieber, Don Toliver",2,2022,4,29,1351,0,"106919680",26,1,"17",0,"0",150,"G#","Minor",82,82,66,13,0,11,6,"https://i.scdn.co/image/ab67616d0000b27377f7f8553ace10f4d9347872"
"800","Stefania (Kalush Orchestra)","KALUSH",1,2022,3,10,555,0,"53729194",10,4,"4",0,"0",105,"D","Major",83,32,82,14,0,12,4,"https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930"
"320","Murder In My Mind","Kordhell",1,2022,1,21,2459,20,"448843705",20,68,"50",0,"22",120,"A#","Major",71,57,97,1,0,13,11,"https://i.scdn.co/image/ab67616d0000b2731440ffaa43c53d65719e0150"
"435","Woman","Doja Cat",1,2021,6,25,9424,0,"1329090101",202,50,"463",4,"",108,"F","Minor",82,88,76,9,0,12,9,"https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a"
"426","Dream On","Aerosmith",1,1973,1,5,168,0,"838586769",0,0,"5",0,"0",80,"F","Minor",39,24,43,39,0,23,3,"https://i.scdn.co/image/ab67616d0000b273bbf0146981704a073405b6c2"
"325","Say You Won't Let Go","James Arthur",1,2016,9,9,15722,16,"2420461338",231,37,"1,509",0,"13",99,"A#","Major",40,45,56,69,0,9,5,"https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab"
"771","Yo No Soy Celoso","Bad Bunny",1,2022,5,6,1179,0,"313113297",7,21,"11",0,"0",142,"","Major",87,93,59,28,0,17,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72"
"500","GATï¿½ï¿½","Maldy, Karol G",2,2022,8,25,3328,13,"322336177",39,50,"57",3,"1",93,"B","Minor",63,34,86,26,0,21,39,"Not Found"
"902","After LIKE","IVE",1,2022,8,22,767,12,"265548837",20,129,"11",0,"12",125,"","Major",68,80,92,10,0,9,12,"https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5"
"220","Superhero (Heroes & Villains) [with Future & Chris Brown]","Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,"401036314",41,69,"38",0,"36",117,"F","Minor",72,45,59,14,0,20,21,"https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2"
"30","Dance The Night (From Barbie The Album)","Dua Lipa",1,2023,5,25,2988,101,"127408954",0,0,"143",38,"0",110,"B","Minor",67,78,85,2,0,33,5,"https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192"
"755","There's Nothing Holdin' Me Back","Shawn Mendes",1,2016,9,23,12382,0,"1714490998",229,57,"1,370",2,"71",122,"D","Major",86,97,80,36,0,9,6,"https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521"
"928","I Really Want to Stay at Your House","Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,"140430339",0,0,"31",0,"",125,"D#","Minor",49,13,74,0,0,9,4,"https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb"
"607","Pope Is a Rockstar","SALES",1,2016,4,20,1966,0,"156658366",4,2,"50",0,"0",90,"E","Minor",73,31,45,85,24,11,3,"https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa"
"695","NEW MAGIC WAND","Tyler, The Creator",2,2019,5,16,4708,0,"461437791",13,7,"55",0,"1",140,"F","Minor",62,46,73,10,0,67,11,"https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57"
"719","Hope","XXXTENTACION",1,2018,3,16,3659,0,"1200808494",11,10,"267",0,"7",146,"A","Minor",59,23,46,66,0,15,6,"https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c"
"127","Can't Hold Us (feat. Ray Dalton)","Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,"1953533826",201,44,"6,551",2,"0",146,"D","Major",63,88,93,3,0,10,8,"Not Found"
"32","TULUM","Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,"52294266",20,185,"13",8,"197",168,"F#","Major",56,63,87,39,0,11,5,"https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba"
"34","Anti-Hero","Taylor Swift",1,2022,10,21,9082,56,"999748277",242,142,"165",9,"310",97,"E","Major",64,51,63,12,0,19,5,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5"
"306","HAPPY","NF",1,2023,3,25,660,0,"52722996",22,7,"11",0,"78",106,"G","Major",73,22,86,31,0,12,4,"https://i.scdn.co/image/ab67616d0000b273ff8a4276b3be31c839557439"
"816","SloMo","Chanel",1,2021,12,24,1211,0,"65719930",31,0,"19",0,"2",105,"C#","Minor",73,59,81,13,0,9,6,"https://i.scdn.co/image/ab67616d0000b273e72e1154ce7b6314ba087b0e"
"780","We Cry Together","Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,"68895644",4,1,"6",0,"0",108,"B","Major",65,52,69,31,0,8,36,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"659","In Da Club","50 Cent",1,2002,1,1,30427,7,"1202722675",235,106,"5,221",1,"35",90,"F#","Minor",90,79,71,26,0,7,37,"https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf"
"10","La Bebe - Remix","Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,"553634067",49,110,"66",13,"339",170,"D","Minor",81,56,48,21,0,8,33,"Not Found"
"647","Miï¿½ï¿½n","Tini, Maria Becerra",2,2021,4,29,3406,16,"596152090",61,23,"70",1,"0",92,"D","Major",85,92,54,16,0,29,7,"Not Found"
"418","Die For You","Joji",1,2022,11,4,1703,0,"246390068",38,45,"36",16,"0",148,"G#","Major",47,15,52,38,13,29,5,"https://i.scdn.co/image/ab67616d0000b273eaac2a7955f5b8967991cacb"
"801","Thousand Miles","The Kid Laroi",1,2022,4,22,2050,0,"244741137",52,9,"46",0,"1",81,"G","Major",38,20,66,9,0,9,8,"https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39"
"586","What Else Can I Do?","Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,"154797871",13,27,"8",0,"0",120,"E","Major",72,54,71,26,0,10,4,"Not Found"
"136","Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,"109276132",31,37,"31",0,"189",140,"","Major",63,22,54,46,0,12,8,"https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f"
"761","Still Life","BIGBANG",1,2022,4,5,181,0,"53909146",16,14,"7",0,"0",118,"G#","Major",68,24,58,44,0,6,3,"https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699"
"544","Medallo","Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,"393230256",54,21,"57",1,"0",90,"E","Minor",79,79,70,57,0,66,8,"Not Found"
"22","I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ","Taylor Swift",1,2023,7,7,516,38,"52135248",73,119,"42",1,"150",123,"F#","Major",69,82,76,6,0,6,3,"Not Found"
"670","Forgot About Dre","Eminem, Dr. Dre",2,1999,1,1,19067,0,"675039469",78,15,"1,674",0,"3",134,"G#","Major",93,61,74,9,0,17,8,"Not Found"
"1","Seven (feat. Latto) (Explicit Ver.)","Latto, Jung Kook",2,2023,7,14,553,147,"141381703",43,263,"45",10,"826",125,"B","Major",80,89,83,31,0,8,4,"Not Found"
"109","Bones","Imagine Dragons",1,2021,3,11,4198,44,"838079900",98,108,"327",17,"153",114,"F","Minor",77,65,72,2,0,7,5,"https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13"
"431","KICK BACK","Kenshi Yonezu",1,2022,10,12,574,4,"210038833",38,101,"26",0,"0",102,"C#","Major",58,29,94,0,0,9,11,"https://i.scdn.co/image/ab67616d0000b273303d8545fce8302841c39859"
"864","BREAK MY SOUL","Beyoncï¿",1,2022,6,21,9724,0,"354614964",222,61,"259",14,"2",115,"C#","Minor",70,87,88,4,0,26,8,"Not Found"
"615","you broke me first","Tate McRae",1,2020,4,17,6638,0,"1180094974",167,19,"318",0,"1",124,"E","Major",64,8,37,79,0,9,5,"https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4"
"871","MORE","j-hope",1,2022,7,1,565,0,"155795783",6,52,"11",0,"0",97,"D","Major",78,31,72,1,0,11,4,"https://i.scdn.co/image/ab67616d0000b273ce5bba40b16f887e0461c6e2"
"490","Bejeweled","Taylor Swift",1,2022,10,21,2699,0,"328207708",39,35,"22",2,"0",164,"G","Major",70,39,56,6,0,9,7,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5"
"26","SABOR FRESA","Fuerza Regida",1,2023,6,22,250,26,"78300654",16,149,"10",5,"168",130,"G","Minor",79,96,86,9,0,9,9,"https://i.scdn.co/image/ab67616d0000b273cfe3eb72c48b93971e53efd9"
"212","Obsessed","Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,"71007139",10,79,"2",0,"42",135,"F","Minor",80,85,74,62,0,8,9,"Not Found"
"99","Summertime Sadness","Lana Del Rey",1,2011,1,1,20333,52,"983637508",89,143,"1,632",3,"200",112,"C#","Minor",56,24,66,7,0,12,3,"https://i.scdn.co/image/ab67616d0000b273f894be72a77b1488292672c7"
"340","Everything I Love","Morgan Wallen",1,2023,1,31,579,0,"95623148",11,54,"0",0,"103",104,"G#","Major",56,72,85,0,0,15,3,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9"
"390","Sex, Drugs, Etc.","Beach Weather",1,2016,11,4,3006,16,"480507035",47,60,"87",12,"124",144,"E","Minor",57,47,84,1,1,52,4,"https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342"
"360","Zona De Perigo","Leo Santana",1,2022,12,8,531,4,"134294498",20,1,"71",2,"0",135,"F","Major",81,97,77,75,0,35,3,"https://i.scdn.co/image/ab67616d0000b2737fc5a85369c7df7f5f63efa3"
"11","un x100to","Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,"505671438",41,205,"54",12,"251",83,"F#","Minor",57,56,72,23,0,27,5,"Not Found"
"658","Lost","Frank Ocean",1,2012,1,1,29499,11,"822239726",124,27,"587",0,"4",123,"A#","Minor",91,49,61,3,0,17,22,"https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5"
"416","How Do I Say Goodbye","Dean Lewis",1,2022,8,5,2163,15,"284785823",72,97,"58",0,"154",82,"G#","Major",40,39,64,21,0,7,7,"https://i.scdn.co/image/ab67616d0000b273bfedccaca3c8425fdc0a7c73"
"361","Lovezinho","Treyce",1,2022,7,28,242,0,"70069745",12,2,"13",0,"4",128,"E","Minor",82,61,59,30,0,12,4,"Not Found"
"484","Deck The Hall - Remastered 1999","Nat King Cole",1,1959,1,1,3299,0,"127027715",65,39,"41",0,"0",107,"F#","Minor",69,96,36,81,0,8,4,"https://i.scdn.co/image/ab67616d0000b273e506bca2ef0760607289c9a9"
"439","Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,"366599607",26,98,"4",0,"0",94,"","Major",58,44,57,57,0,10,3,"Not Found"
"420","Gatita","Bellakath",1,2022,10,3,1054,0,"168684524",9,0,"15",0,"1",101,"G","Major",90,76,81,15,24,33,6,"https://i.scdn.co/image/ab67616d0000b273070c919f062e9fbfc03ca16b"
"460","A Holly Jolly Christmas - Single Version","Burl Ives",1,1952,1,1,7930,0,"395591396",108,120,"73",0,"0",140,"","Major",67,81,36,64,0,15,3,"https://i.scdn.co/image/ab67616d0000b273b9b921f8a3b8f0b20f73cb98"
"634","Streets","Doja Cat",1,2019,11,7,5728,0,"865640097",85,87,"179",0,"12",90,"B","Major",75,19,46,21,4,34,8,"https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b"
"111","Money Trees","Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,"1093605526",69,113,"695",0,"458",144,"E","Minor",74,37,53,7,0,21,10,"https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797"
"181","Night Changes","One Direction",1,2014,11,17,7124,18,"1131090940",60,20,"2",0,"",120,"G#","Major",67,40,52,86,0,12,4,"https://i.scdn.co/image/ab67616d0000b273d304ba2d71de306812eebaf4"
"512","Less Than Zero","The Weeknd",1,2022,1,7,2800,0,"200660871",18,77,"61",0,"1",143,"","Major",53,50,79,0,0,8,3,"https://i.scdn.co/image/ab67616d0000b273b3a6d0134f197bce863369a6"
"28","MOJABI GHOST","Tainy, Bad Bunny",2,2023,6,29,859,40,"61245289",35,109,"41",14,"211",122,"F#","Minor",81,74,71,14,0,56,4,"https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b"
"333","Tormenta (feat. Bad Bunny)","Gorillaz, Bad Bunny",2,2023,2,24,1529,0,"149778242",32,18,"39",2,"0",95,"","Major",64,30,77,46,0,38,6,"https://i.scdn.co/image/ab67616d0000b2734b0ddebba0d5b34f2a2f07a4"
"941","Sweet Nothing","Taylor Swift",1,2022,10,21,1747,0,"186104310",9,6,"13",0,"2",177,"","Major",34,39,16,97,0,12,5,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5"
"595","Sobrio","Maluma",1,2021,7,8,3506,10,"513643924",103,76,"100",1,"1",178,"F","Major",76,63,77,14,0,15,22,"https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27"
"596","Peru","Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,"261286503",60,17,"154",0,"22",108,"G","Minor",96,71,42,57,0,8,9,"Not Found"
"239","Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,"32761689",3,10,"3",0,"0",101,"F","Major",92,59,51,41,51,26,8,"https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f"
"259","Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ","Rich The Kid, Matuï¿",2,2023,4,30,385,4,"77233241",17,7,"41",1,"29",117,"F#","Minor",77,69,58,39,0,26,5,"Not Found"
"273","Princess Diana (with Nicki Minaj)","Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,"104992946",0,0,"0",0,"0",148,"A","Major",90,74,68,14,0,10,19,"Not Found"
"693","Gospel (with Eminem)","Eminem, Dr. Dre",2,2022,2,4,1040,0,"64787943",8,0,"29",0,"0",117,"C#","Major",92,62,86,11,0,24,24,"Not Found"
"556","Dakiti","Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,"1763363713",189,166,"525",9,"25",110,"E","Minor",73,14,57,40,0,11,5,"https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8"
"310","Leï¿½","Marï¿½ï¿½lia Mendo",1,2022,12,9,993,4,"267789608",30,84,"88",1,"28",130,"F#","Major",74,79,87,45,0,30,3,"Not Found"
"610","Happier Than Ever - Edit","Billie Eilish",1,2021,7,28,1959,0,"412795151",19,0,"38",0,"0",81,"","Major",45,12,57,7,0,23,3,"https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9"
"75","Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,"1356565093",94,65,"164",14,"176",128,"D","Major",62,55,78,1,3,23,4,"https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf"
"667","Cigarettes","Juice WRLD",1,2021,12,10,975,0,"185408548",11,0,"10",0,"0",160,"D","Major",60,47,62,3,0,38,4,"https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7"
"728","Somebody That I Used To Know","Gotye, Kimbra",2,2011,1,1,42798,0,"1457139296",217,136,"6,508",1,"",129,"","Major",86,75,52,54,0,10,4,"https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed"
"155","Locked Out Of Heaven","Bruno Mars",1,2012,12,5,1622,9,"1481349984",0,0,"356",0,"0",144,"F","Major",73,87,70,6,0,28,5,"https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46"
"912","Sparks","Coldplay",1,2000,7,10,10826,4,"624101957",24,0,"805",0,"0",103,"C#","Major",37,17,27,75,5,10,3,"https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0"
"55","Another Love","Tom Odell",1,2012,10,15,18371,83,"1813673666",250,122,"3,394",19,"",123,"E","Minor",45,13,54,70,0,9,4,"https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f"
"900","Hold Me Closer","Elton John, Britney Spears",2,2017,11,10,4967,0,"284216603",165,10,"177",4,"73",126,"","Major",67,49,77,11,0,19,11,"https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8"
"294","Like Crazy (English Version)","Jimin",1,2023,3,24,373,19,"173627354",4,72,"5",0,"5",120,"G","Major",62,32,76,0,0,39,4,"https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d"
"56","Blinding Lights","The Weeknd",1,2019,11,29,43899,69,"3703895074",672,199,"3,421",20,"",171,"C#","Major",50,38,80,0,0,9,7,"https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36"
"389","STAR WALKIN' (League of Legends Worlds Anthem)","Lil Nas X",1,2022,9,22,2616,0,"332506354",113,17,"208",0,"192",142,"D","Minor",64,31,72,15,0,9,5,"https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe"
"302","Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,"100409613",11,3,"18",1,"1",124,"B","Minor",72,79,78,55,0,15,30,"Not Found"
"641","'Till I Collapse","Eminem, Nate Dogg",2,2002,5,26,22923,0,"1695712020",78,46,"2,515",1,"0",171,"C#","Major",55,10,85,7,0,8,20,"https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4"
"601","I WANNA BE YOUR SLAVE","Mï¿½ï¿½ne",1,2021,3,19,4873,0,"851070493",65,88,"434",3,"13",133,"C#","Major",75,96,61,0,0,18,4,"Not Found"
"286","Mami Chula","Quevedo, Jhayco",2,2023,4,27,875,4,"61105704",17,13,"27",0,"43",120,"G","Minor",80,33,70,22,0,9,4,"Not Found"
