"","track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","cover_url"
"121","LUNA","Junior H, Peso Pluma",2,2023,6,22,201,11,"55842345",19,117,"8",1,"74",128,"A","Minor",75,79,63,33,0,15,4,"Not Found"
"106","Primera Cita","Carin Leon",1,2022,4,20,266,27,"77309611",6,40,"6",6,"202",158,"A#","Major",54,50,40,61,0,10,6,"https://i.scdn.co/image/ab67616d0000b273dc0bb68a08c069cf8467f1bd"
"250","Oi Balde - Ao Vivo","Zï¿½ï¿½ Neto & Crist",1,2023,2,14,845,2,"145458418",12,57,"47",1,"33",108,"D","Major",67,55,67,60,0,80,5,"Not Found"
"84","Back To December (Taylor's Version)","Taylor Swift",1,2023,7,7,139,17,"39228929",16,72,"5",0,"8",142,"D","Major",50,20,64,1,0,12,3,"https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481"
"521","love nwantiti (ah ah ah)","Ckay",1,2019,7,26,5669,2,"726837877",74,0,"262",14,"",93,"F","Minor",74,53,73,61,0,13,4,"https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a"
"191","Bebe Dame","Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,"367316268",27,129,"21",7,"111",157,"G","Major",54,75,60,30,0,7,5,"https://i.scdn.co/image/ab67616d0000b2735f3aef5159749e4b61686670"
"562","Sad Girlz Luv Money Remix (feat. Kali Uchis)","Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,"354065229",69,3,"70",0,"3",110,"C#","Minor",86,31,53,43,0,11,6,"Not Found"
"334","on the street (with J. Cole)","j-hope, J. Cole",2,2023,3,3,615,2,"116599790",22,82,"8",0,"9",94,"B","Minor",68,81,82,53,0,9,13,"https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b"
"387","Shirt","SZA",1,2022,10,28,3469,0,"309653982",71,95,"31",0,"2",120,"D#","Minor",82,55,45,15,3,9,10,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"124","Que Vuelvas","Carin Leon, Grupo Frontera",2,2022,12,9,763,26,"2762",21,110,"21",9,"71",162,"A#","Major",49,78,64,19,0,11,4,"https://i.scdn.co/image/ab67616d0000b2735c7336d25ca101fbb0855647"
"230","Seu Brilho Sumiu - Ao Vivo","Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,"138517666",7,29,"51",1,"29",154,"F#","Major",63,75,92,31,0,91,5,"https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035"
"758","Get Lucky - Radio Edit","Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,"933815613",203,1,"8,215",0,"0",116,"F#","Minor",79,87,81,4,0,10,4,"Not Found"
"471","Driving Home for Christmas - 2019 Remaster","Chris Rea",1,1986,1,1,888,0,"429504768",50,0,"6",0,"0",180,"A","Major",51,87,58,36,0,18,4,"https://i.scdn.co/image/ab67616d0000b273d8a8b34740a0289f7427b36a"
"60","cardigan","Taylor Swift",1,2020,7,24,7923,29,"812019557",106,112,"142",4,"215",130,"","Minor",61,53,58,55,0,27,4,"https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc"
"572","Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,"1115880852",237,123,"569",0,"10",148,"F","Major",59,72,62,18,0,9,3,"https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86"
"692","Forever","Labrinth",1,2019,10,4,3618,0,"282883169",21,86,"138",0,"2",80,"E","Minor",56,19,46,92,72,11,3,"https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867"
"796","That That (prod. & feat. SUGA of BTS)","PSY, Suga",2,2022,4,29,802,0,"212109195",16,81,"23",0,"0",130,"E","Major",91,91,96,3,0,3,9,"https://i.scdn.co/image/ab67616d0000b273b5c128b71507ef309ff4912e"
"598","Thunder","Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,"422691058",54,16,"259",0,"13",101,"C#","Major",67,40,90,3,0,34,6,"Not Found"
"8","Columbia","Quevedo",1,2023,7,7,714,43,"58149378",25,89,"30",13,"194",100,"F","Major",67,26,71,37,0,11,4,"https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9"
"753","Fim de Semana no Rio","teto",1,2022,3,30,315,2,"139193812",27,2,"31",0,"0",119,"C#","Minor",87,28,50,12,0,10,10,"https://i.scdn.co/image/ab67616d0000b273acb087ed5213035b71ef7a80"
"74","Sweater Weather","The Neighbourhood",1,2012,5,14,16413,61,"2282771485",166,87,"1,056",1,"",124,"A#","Major",61,41,81,5,2,10,3,"https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921"
"120","august","Taylor Swift",1,2020,7,24,7324,22,"607123776",25,81,"61",1,"44",90,"F","Major",51,42,61,53,0,9,3,"https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc"
"81","Riptide","Vance Joy",1,1975,1,1,31123,55,"2009094673",300,65,"1,003",1,"0",102,"C#","Major",48,50,73,43,0,15,4,"https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03"
"481","I Hate U","SZA",1,2021,12,3,4094,0,"356709897",66,96,"43",0,"0",107,"G","Minor",54,41,39,51,0,11,16,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"651","Stay Alive (Prod. SUGA of BTS)","Jung Kook",1,2022,2,11,590,5,"246376690",4,113,"20",0,"1",130,"D","Minor",51,50,76,30,0,10,7,"https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd"
"174","Demons","Imagine Dragons",1,2012,1,1,26694,13,"1840364617",65,82,"3,425",4,"13",180,"D#","Major",33,38,71,20,0,28,5,"https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a"
"339","Private Landing (feat. Justin Bieber & Future)","Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,"105062254",29,3,"18",0,"19",137,"C#","Minor",84,44,67,8,0,11,6,"https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0"
"89","Makeba","Jain",1,2015,6,22,6060,53,"165484133",150,148,"2,703",22,"1,451",116,"D","Major",82,40,66,39,51,25,7,"https://i.scdn.co/image/ab67616d0000b27364ba66f8a81c52364e55db50"
"315","Midnight Rain","Taylor Swift",1,2022,10,21,2612,4,"433356509",19,29,"21",0,"0",140,"","Major",64,18,37,72,0,12,7,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5"
"863","Master of Puppets (Remastered)","Metallica",1,1986,3,3,6080,0,"704171068",112,198,"406",1,"0",105,"E","Minor",54,59,83,0,44,20,4,"https://i.scdn.co/image/ab67616d0000b273cad4832cb7b5844343278daa"
"664","Formula","Labrinth",1,2019,10,4,3444,7,"554875730",24,85,"102",0,"1",145,"B","Major",57,23,66,4,6,15,4,"https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867"
"764","N95","Kendrick Lamar",1,2022,5,13,5542,0,"301242089",52,16,"65",0,"206",140,"D#","Minor",81,39,66,38,0,12,14,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"789","Ensï¿½ï¿½ï¿½ï¿½ame ","Bad Bunny",1,2022,5,6,1112,3,"279737940",7,25,"12",0,"0",105,"G#","Major",81,77,79,19,0,47,8,"Not Found"
