"","track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","cover_url"
"450","Snowman","Sia",1,2017,1,1,5140,0,"690104769",85,110,"500",0,"",105,"C#","Major",72,33,51,48,0,9,3,"https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8"
"841","Pass The Dutchie","Musical Youth",1,1982,1,1,5328,0,"195918494",54,76,"900",0,"0",151,"G","Major",73,88,67,20,0,32,5,"https://i.scdn.co/image/ab67616d0000b27392a9d95df51a8d84f90166a6"
"355","Monotonï¿½","Ozuna, Shakira",2,2022,10,19,3645,15,"380726517",118,34,"150",4,"19",132,"","Minor",87,82,70,42,0,21,5,"Not Found"
"920","Bye Bye","Marshmello, Juice WRLD",2,2022,10,14,766,0,"84697729",16,0,"9",0,"0",83,"D#","Minor",65,24,53,6,0,51,4,"https://i.scdn.co/image/ab67616d0000b2734204e8bad640cf32eca876a5"
"819","SPACE MAN","Sam Ryder",1,2022,2,22,1329,0,"54682594",42,51,"32",0,"0",80,"B","Major",47,33,83,18,0,10,5,"https://i.scdn.co/image/ab67616d0000b273b406a48f0b5f4485044dd279"
"446","It's Beginning To Look A Lot Like Christmas","Michael Bublï¿",1,2011,10,14,12353,0,"807561936",35,0,"549",0,"0",93,"E","Major",35,38,23,91,0,29,3,"Not Found"
"295","Rosa Pastel","Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,"90025258",8,77,"2",1,"1",123,"G","Minor",70,86,68,24,0,11,4,"Not Found"
"691","Do We Have A Problem?","Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,"81350745",42,1,"26",0,"0",120,"C#","Minor",84,54,51,47,0,12,40,"https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463"
"701","Una Noche en Medellï¿½","Cris Mj",1,2022,1,21,5415,32,"682475162",46,16,"53",1,"2",96,"A#","Minor",87,82,53,10,0,5,8,"https://i.scdn.co/image/ab67616d0000b273be60f176970cdde893632dd8"
"366","Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,"1223481149",122,88,"580",21,"10",77,"B","Minor",72,59,76,24,0,42,28,"https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13"
"797","In The Stars","Benson Boone",1,2022,4,29,2224,8,"382199619",48,40,"87",1,"210",78,"A#","Major",36,30,54,34,0,14,5,"https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6"
"799","SUPERMODEL","Mï¿½ï¿½ne",1,2022,5,13,2265,0,"231657891",93,12,"173",11,"3",121,"G","Major",64,80,88,0,0,12,6,"Not Found"
"318","LA INOCENTE","Feid, Mora",2,2022,4,1,2598,37,"477033549",28,57,"43",8,"85",92,"F","Minor",76,46,79,31,0,7,6,"Not Found"
"704","Hati-Hati di Jalan","Tulus",1,2022,3,3,200,2,"202677468",12,4,"0",0,"0",72,"F#","Major",64,76,44,70,9,12,4,"https://i.scdn.co/image/ab67616d0000b273b55d26c578e30129b0a7e86e"
"628","Bar","Tini, L-Gante",2,2021,11,11,755,4,"200972675",22,3,"0",0,"0",94,"C#","Major",52,68,69,13,0,33,8,"https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c"
"940","Spin Bout U","Drake, 21 Savage",2,2022,11,4,1652,2,"198365537",26,52,"10",0,"95",130,"G","Major",77,20,70,1,0,16,5,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad"
"709","Jordan","Ryan Castro",1,2021,4,30,2844,2,"394030335",29,2,"35",1,"0",180,"A#","Minor",80,71,68,6,0,10,37,"https://i.scdn.co/image/ab67616d0000b27382102cabb8e9ae044fc3db62"
"313","VOID","Melanie Martinez",1,2023,3,29,596,0,"67070410",29,9,"12",0,"52",100,"A","Major",72,42,66,18,4,19,4,"https://i.scdn.co/image/ab67616d0000b2733c6c534cdacc9cf53e6d2977"
"354","Bloody Mary","Lady Gaga",1,2011,1,1,3909,0,"372476382",66,26,"277",3,"734",100,"A","Minor",59,49,65,2,0,13,3,"https://i.scdn.co/image/ab67616d0000b273a47c0e156ea3cebe37fdcab8"
"762","Photograph","Ed Sheeran",1,2014,6,20,18778,3,"2236667932",228,105,"2,453",0,"84",108,"E","Major",61,20,38,61,0,10,5,"https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd"
"661","Ginseng Strip 2002","Yung Lean",1,2013,8,16,4310,0,"240769997",13,0,"113",1,"3",115,"C#","Major",60,37,71,8,0,48,4,"https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202"
"550","Love Nwantiti - Remix","Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,"540539717",42,2,"57",0,"",120,"G#","Major",58,44,60,44,9,5,6,"https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745"
"688","Christmas Tree","V",1,2021,12,24,509,9,"317622165",8,106,"6",0,"8",139,"F","Major",44,18,38,70,0,12,4,"https://i.scdn.co/image/ab67616d0000b2738764ebc69bd91a01cc3948a2"
"892","Come Back Home - From ""Purple Hearts""","Sofia Carson",1,2022,7,12,367,0,"97610446",28,67,"195",0,"0",145,"G","Major",56,43,53,24,0,12,4,"https://i.scdn.co/image/ab67616d0000b27326af6664e24916047b68ab81"
"513","Take My Breath","The Weeknd",1,2021,8,6,2597,0,"130655803",17,80,"38",0,"0",121,"A#","Minor",70,35,77,1,0,26,4,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d"
"884","STAYING ALIVE (feat. Drake & Lil Baby)","Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,"170732845",51,1,"50",0,"0",130,"E","Minor",72,18,46,7,0,28,8,"https://i.scdn.co/image/ab67616d0000b273b690b30a50c94c6da49ba948"
"141","Believer","Imagine Dragons",1,2017,1,31,18986,23,"2594040133",250,121,"2,969",10,"31",125,"A#","Minor",77,74,78,4,0,23,11,"https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a"
"231","Bad Habit","Steve Lacy",1,2022,6,29,8186,12,"822633917",155,72,"131",16,"29",169,"C#","Major",69,69,51,63,0,38,4,"https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee"
"284","Lovers Rock","TV Girl",1,2014,6,5,6339,13,"466231982",3,1,"36",1,"37",105,"F","Minor",56,57,87,0,1,10,4,"https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84"
"480","Wild Flower (with youjeen)","RM",1,2022,12,2,353,2,"135611421",2,74,"14",0,"2",155,"G#","Major",49,42,77,3,0,12,9,"https://i.scdn.co/image/ab67616d0000b273fa60e8a8d5ca09efc6098175"
"311","Save Your Tears (with Ariana Grande) (Remix)","Ariana Grande, The Weeknd",2,2020,3,20,9161,5,"1221813483",240,98,"468",3,"10",118,"","Major",65,63,79,3,0,10,3,"Not Found"
"410","Eu Gosto Assim - Ao Vivo","Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,"222612678",27,64,"66",1,"4",154,"","Major",64,61,91,15,0,72,4,"https://i.scdn.co/image/ab67616d0000b27319bb2fb697a42c1084d71f6c"
"374","Born With A Beer In My Hand","Morgan Wallen",1,2023,3,3,203,0,"34450974",5,9,"0",0,"0",148,"","Major",53,61,81,5,0,36,4,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9"
"830","Matilda","Harry Styles",1,2022,5,20,3218,3,"366214458",29,10,"79",0,"0",114,"D","Major",51,39,29,90,0,10,4,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0"
"343","Sial","Mahalini",1,2023,1,23,134,4,"166570053",4,6,"0",0,"23",120,"D","Major",56,20,43,89,0,12,4,"https://i.scdn.co/image/ab67616d0000b2732f7bb02cb4b74bd7c2406428"
"507","We Don't Talk About Bruno","Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,"432719968",95,89,"44",0,"",206,"","Minor",58,83,45,36,0,11,8,"Not Found"
"936","On BS","Drake, 21 Savage",2,2022,11,4,1338,0,"170413877",9,20,"7",0,"0",158,"A","Major",84,33,36,2,0,39,59,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad"
"528","Mon Amour - Remix","Aitana, zzoilo",2,2020,9,21,3221,2,"578207856",67,13,"139",0,"40",116,"D","Major",75,36,76,12,0,10,10,"Not Found"
"952","En La De Ella","Feid, Sech, Jhayco",3,2022,10,20,1320,0,"133895612",29,26,"17",0,"0",97,"C#","Major",82,67,77,8,0,12,5,"Not Found"
"510","Gasoline","The Weeknd",1,2022,1,7,2297,0,"116903579",11,29,"14",0,"0",123,"F#","Minor",74,35,73,0,0,21,5,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d"
"314","Dijeron Que No La Iba Lograr","Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,"116334601",5,48,"2",1,"9",142,"G","Minor",70,76,79,26,0,11,7,"Not Found"
"536","drivers license","Olivia Rodrigo",1,2021,1,8,12685,3,"1858144199",185,61,"485",0,"",144,"A#","Major",59,21,43,76,0,10,7,"https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a"
"633","AM Remix","J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,"528544703",93,5,"67",1,"0",172,"F#","Minor",74,79,66,11,0,8,16,"Not Found"
"792","Dua Lipa","Jack Harlow",1,2022,5,6,1992,0,"150500965",35,0,"3",0,"0",158,"B","Major",83,41,65,0,10,11,8,"https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb"
"76","Viva La Vida","Coldplay",1,2008,1,1,33898,62,"1592909789",233,0,"4,095",9,"0",138,"F","Minor",49,42,62,9,0,11,3,"https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e"
"148","Somewhere Only We Know","Keane",1,2004,1,1,20015,16,"1089402494",107,69,"5,239",0,"558",172,"A","Major",45,33,59,6,0,8,3,"https://i.scdn.co/image/ab67616d0000b273045d0a38105fbe7bde43c490"
"543","I AM WOMAN","Emmy Meli",1,2021,11,18,2795,0,"225259194",45,0,"107",0,"0",170,"A#","Major",65,46,47,12,0,13,16,"https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069"
"16","Kill Bill","SZA",1,2022,12,8,8109,77,"1163093654",183,162,"161",12,"187",89,"G#","Major",64,43,73,5,17,16,4,"https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5"
"43","I'm Good (Blue)","Bebe Rexha, David Guetta",2,2022,8,26,12482,80,"1109433169",291,184,"537",45,"727",128,"G","Minor",56,38,97,4,0,35,4,"Not Found"
"364","Vista Al Mar","Quevedo",1,2022,9,8,1769,34,"362361576",16,19,"21",3,"4",105,"","Minor",76,49,56,80,12,10,13,"https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0"
"627","Fair Trade (with Travis Scott)","Drake, Travis Scott",2,2021,9,3,5403,6,"593917618",118,116,"96",0,"3",168,"C#","Major",67,29,47,5,0,22,26,"https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f"
"890","Attention","NewJeans",1,2022,8,1,799,12,"264717480",14,141,"9",0,"1",105,"A#","Minor",81,70,65,24,0,8,4,"https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209"
"505","Out of Time","The Weeknd",1,2022,1,7,3711,0,"339659802",49,88,"62",0,"",93,"","Minor",65,82,74,27,0,32,5,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d"
"160","Under The Influence","Chris Brown",1,2019,10,4,3859,26,"929964809",133,181,"3",0,"",117,"A","Minor",73,31,69,6,0,11,4,"https://i.scdn.co/image/ab67616d0000b2739a494f7d8909a6cc4ceb74ac"
"421","Rumble","Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,"78489819",39,45,"27",0,"1",140,"C#","Minor",81,6,84,5,23,6,6,"https://i.scdn.co/image/ab67616d0000b273352f154c54727bc8024629bc"
"65","Hey Mor","Ozuna, Feid",2,2022,10,6,4637,38,"674072710",63,79,"89",11,"16",98,"C#","Minor",90,40,59,0,0,10,29,"https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45"
"168","The Night We Met","Lord Huron",1,2015,2,2,18515,35,"1410088830",70,82,"939",1,"162",174,"D","Major",45,10,37,97,25,64,4,"https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81"
"228","Normal","Feid",1,2022,7,8,2461,36,"459276435",47,66,"45",5,"6",170,"E","Minor",71,59,56,4,0,27,12,"https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb"
"769","United In Grief","Kendrick Lamar",1,2022,5,13,2575,0,"156898322",4,5,"12",0,"51",87,"G#","Major",52,32,83,24,0,17,43,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"240","Efecto","Bad Bunny",1,2022,5,6,4004,33,"1047480053",34,65,"43",6,"2",98,"G","Minor",80,23,48,14,0,6,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72"
"744","Si Quieren Frontear","De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,"178512385",14,0,"11",0,"0",82,"A#","Major",79,48,84,13,0,21,23,"Not Found"
"849","Die Young (feat. 347aidan)","Sleepy hallow, 347aidan",2,2022,5,25,896,0,"160845341",19,0,"15",0,"0",77,"B","Major",81,68,58,83,0,11,34,"https://i.scdn.co/image/ab67616d0000b273e44e304f52a82a3463ce5761"
"62","Boy's a liar Pt. 2","PinkPantheress, Ice Spice",2,2023,2,3,5184,41,"156338624",154,84,"102",14,"37",133,"F","Major",70,86,81,25,0,25,5,"https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7"
"930","Bamba (feat. Aitch & BIA)","Luciano, Aitch, Bï¿½",3,2022,9,22,869,7,"146223492",14,12,"12",2,"28",138,"A#","Major",80,82,81,14,0,13,36,"https://i.scdn.co/image/ab67616d0000b27348064ef6df8fad8a52219c32"
"918","Poland","Lil Yachty",1,2022,6,23,1584,0,"115331792",38,0,"24",0,"0",150,"F","Minor",70,26,56,14,83,11,5,"https://i.scdn.co/image/ab67616d0000b273615d6910181bc514d4c4b011"
"735","In My Head","Lil Tjay",1,2022,4,1,1185,0,"190981339",21,0,"31",0,"0",143,"C#","Major",68,41,55,16,0,10,12,"https://i.scdn.co/image/ab67616d0000b2731e6a9d4ce04b67a455ed6b8c"
"445","Jingle Bell Rock","Bobby Helms",1,1957,1,1,10326,0,"741301563",165,99,"104",0,"",119,"D","Major",74,78,37,84,0,6,3,"https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17"
