"","track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","cover_url"
"403","Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,"140187018",21,79,"2",0,"0",116,"G#","Minor",77,65,80,6,0,15,4,"Not Found"
"218","La Jumpa","Arcangel, Bad Bunny",2,2022,11,30,3794,34,"538115192",47,77,"53",10,"8",123,"G#","Major",71,58,70,30,0,32,19,"https://i.scdn.co/image/ab67616d0000b27330326b23e30ae93d4d48165b"
"20","Like Crazy","Jimin",1,2023,3,24,596,68,"363369738",8,104,"23",2,"29",120,"G","Major",63,36,73,0,0,36,4,"https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d"
"566","deja vu","Olivia Rodrigo",1,2021,4,1,7545,4,"1256880657",117,39,"141",0,"46",181,"A","Major",44,22,60,61,0,42,9,"https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a"
"746","Me Arrepentï¿","Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,"118381354",12,2,"4",0,"0",92,"","Major",86,91,79,29,0,60,16,"https://i.scdn.co/image/ab67616d0000b273b0a3a7b69e470141becfdf8d"
"280","Made You Look","Meghan Trainor",1,2022,10,21,3956,6,"502574952",142,23,"127",3,"16",145,"A#","Major",84,88,53,35,0,8,7,"https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff"
"689","Mal Feito - Ao Vivo","Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,971,2,"291709698",35,104,"93",1,"0",124,"","Minor",73,68,83,55,0,90,7,"Not Found"
"192","You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve","Taylor Swift",1,2021,4,9,2619,12,"350381515",47,90,"1",0,"7",130,"F#","Major",63,49,73,5,0,9,3,"Not Found"
"929","California Breeze","Lil Baby",1,2022,10,14,991,0,"85559365",36,38,"13",0,"3",162,"F","Minor",74,22,67,0,0,11,46,"https://i.scdn.co/image/ab67616d0000b27366b04b41fa6f8908dce86695"
"118","Rara Vez","Taiu, Milo j",2,2023,2,8,893,38,"248088961",19,23,"24",3,"88",120,"F","Minor",84,96,71,18,0,34,17,"https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100"
"496","Run Rudolph Run - Single Version","Chuck Berry",1,1958,1,1,8612,0,"245350949",120,30,"52",0,"1",152,"G","Minor",69,94,71,79,0,7,8,"https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739"
"255","Mejor Que Yo","Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,"50847624",9,13,"11",0,"1",178,"C#","Minor",62,56,66,18,0,12,5,"Not Found"
"916","Sin Seï¿½ï","Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,"209106362",18,10,"13",1,"1",118,"B","Minor",82,75,85,33,1,11,4,"Not Found"
"205","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,"64533040",6,71,"1",0,"31",100,"E","Major",56,53,55,53,0,12,4,"Not Found"
"281","Watch This - ARIZONATEARS Pluggnb Remix","sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,"207033255",0,0,"21",0,"0",130,"B","Minor",69,36,90,1,10,15,4,"Not Found"
"675","Contection","GODZZ__-, Zakaria",2,2020,1,16,6955,0,"1180896317",65,45,"398",0,"1",166,"A#","Minor",81,83,75,14,0,29,34,"https://i.scdn.co/image/ab67616d0000b2735dabace2f8e176a8727e3f95"
"860","295","Sidhu Moose Wala",1,2021,5,15,246,4,"183273246",4,106,"0",0,"7",90,"B","Minor",68,54,76,21,0,11,20,"https://i.scdn.co/image/ab67616d0000b2731d1cc2e40d533d7bcebf5dae"
"674","Stan","Eminem, Dido",2,1999,11,21,17115,0,"918915401",83,63,"4,180",0,"0",80,"F#","Minor",78,53,74,4,0,45,21,"https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42"
"396","Space Song","Beach House",1,2015,1,1,17852,4,"789753877",69,76,"335",0,"",147,"","Minor",51,62,79,22,13,14,3,"https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab"
"88","Me Porto Bonito","Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,"1440757818",104,120,"141",26,"49",92,"C#","Minor",91,43,71,9,0,9,8,"Not Found"
"734","When You're Gone","Shawn Mendes",1,2022,3,31,2092,0,"255120451",75,11,"44",0,"14",147,"F","Major",60,58,69,2,0,58,4,"https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117"
"931","Casei Com a Putaria","MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,"187701588",0,0,"30",0,"0",161,"A#","Minor",59,62,60,12,0,5,44,"Not Found"
"772","Rich Spirit","Kendrick Lamar",1,2022,5,13,3486,0,"173702135",20,10,"33",0,"0",96,"A#","Minor",85,41,43,39,0,12,21,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"417","Blind","SZA",1,2022,12,9,1484,0,"163284000",22,51,"12",0,"0",114,"A","Minor",46,60,28,91,0,21,4,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"163","One Dance","Drake, WizKid, Kyla",3,2016,4,4,43257,24,"2713922350",433,107,"3,631",0,"26",104,"C#","Major",77,36,63,1,0,36,5,"https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c"
"852","Daydreaming","Harry Styles",1,2022,5,20,1900,1,"187703102",15,1,"23",0,"0",114,"E","Minor",71,90,81,31,2,13,3,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0"
"384","ANTIFRAGILE","LE SSERAFIM",1,2022,10,17,761,12,"301051721",23,95,"11",0,"3",105,"A#","Minor",88,82,80,8,0,11,8,"https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be"
"317","You Proof","Morgan Wallen",1,2022,5,13,2128,9,"367814306",37,88,"9",0,"14",120,"A","Major",73,64,85,25,0,61,3,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9"
"808","Savior - Interlude","Kendrick Lamar",1,2022,5,13,1194,0,"37091576",0,0,"3",0,"0",118,"F","Minor",66,83,43,84,0,19,19,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"711","Chale","Eden Muï¿½ï",1,2022,2,18,695,11,"299648208",16,41,"13",1,"1",189,"G#","Major",55,86,44,40,0,7,4,"Not Found"
"429","WORTH NOTHING","Twisted, Oliver Tree",2,2022,9,28,1612,0,"213438580",34,54,"34",0,"2",140,"D","Minor",58,17,62,18,0,20,8,"https://i.scdn.co/image/ab67616d0000b273f5e2ffd88f07e55f34c361c8"
"609","Bored","Billie Eilish",1,2017,3,30,4204,0,"777765388",39,45,"250",0,"0",120,"G","Major",60,11,33,90,0,8,5,"https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c"
"394","Jhoome Jo Pathaan","Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,"1365184",13,78,"2",0,"0",105,"G","Major",82,62,74,10,0,33,7,"Not Found"
"676","Swim","Chase Atlantic",1,2017,10,4,2742,0,"498960285",5,1,"62",0,"0",120,"G#","Major",67,8,54,27,0,8,4,"https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6"
"639","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,"863756573",209,54,"710",0,"18",123,"D","Major",82,80,86,1,0,30,13,"https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5"
"925","2 Be Loved (Am I Ready)","Lizzo",1,2022,7,14,3682,6,"247689123",41,0,"158",2,"68",156,"G","Major",72,92,77,9,0,8,11,"https://i.scdn.co/image/ab67616d0000b273caa75a1b27530c05d8b76675"
"578","Phantom Regret by Jim","The Weeknd",1,2022,1,7,768,0,"31959571",1,1,"3",0,"0",108,"A","Minor",46,23,48,75,30,14,4,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d"
"927","Typa Girl","BLACKPINK",1,2022,9,16,452,10,"235549288",2,129,"13",0,"1",132,"G","Major",92,53,62,7,0,63,10,"https://i.scdn.co/image/ab67616d0000b2734aeaaeeb0755f1d8a8b51738"
"606","OUT OUT (feat. Charli XCX & Saweetie)","Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,"427486004",122,11,"201",0,"1",124,"G#","Minor",79,79,84,2,0,5,5,"https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4"
"526","One Right Now (with The Weeknd)","The Weeknd, Post Malone",2,2021,11,5,4771,0,"539595276",68,18,"75",0,"1",97,"C#","Major",68,72,78,4,0,7,5,"Not Found"
"545","It'll Be Okay","Shawn Mendes",1,2021,12,1,1950,0,"287201015",56,8,"104",0,"10",78,"G","Major",40,7,29,62,0,9,3,"Not Found"
"466","Merry Christmas Everyone","Shakin' Stevens",1,1984,1,1,1087,0,"351636786",90,35,"5",0,"0",101,"C#","Minor",72,91,87,14,0,13,3,"https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb"
"430","Bad Habits","Ed Sheeran",1,2020,9,3,12755,8,"1555511105",344,97,"945",15,"",126,"B","Minor",81,59,90,5,0,36,3,"https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2"
"290","Don't ever say love me (feat. RM of BTS)","RM, Colde",2,2023,5,4,105,0,"34502215",5,9,"5",0,"0",145,"B","Minor",54,19,48,36,0,37,5,"Not Found"
"616","The Nights","Avicii",1,2014,1,1,17354,8,"1456081449",92,122,"1,282",0,"55",126,"F#","Major",53,66,85,2,0,24,4,"https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad"
"879","die first","Nessa Barrett",1,2022,6,24,767,0,"131746175",25,0,"22",0,"0",183,"G#","Minor",44,44,67,7,0,12,13,"https://i.scdn.co/image/ab67616d0000b273fe6b11174f7eaddd74e870e0"
"759","Ain't Shit","Doja Cat",1,2021,6,25,3436,0,"499710590",32,6,"46",0,"1",124,"D#","Major",86,62,49,51,0,35,21,"Not Found"
"914","XQ Te Pones Asï¿","Yandel, Feid",2,2022,9,13,308,0,"47093942",6,1,"6",0,"0",92,"A#","Major",81,48,70,13,0,15,7,"Not Found"
"139","Perfect","Ed Sheeran",1,2017,1,1,16596,13,"2559529074",7,0,"2,094",0,"0",95,"G#","Major",60,17,45,16,0,11,2,"https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96"
"338","Thinkinï¿½ï¿½ï¿½ B","Morgan Wallen",1,2023,3,3,604,6,"125917280",22,101,"0",0,"66",140,"D#","Minor",66,43,76,49,0,12,3,"Not Found"
"241","Erro Gostoso - Ao Vivo","Simone Mendes",1,2023,1,27,984,5,"153454328",8,57,"76",2,"49",154,"F#","Major",59,63,89,18,0,80,9,"https://i.scdn.co/image/ab67616d0000b2735559a80512e3986640b0140d"
"501","ýýýabcdefu","Gayle",1,2021,8,13,7215,0,"1007612429",170,12,"575",18,"",122,"E","Major",70,42,54,30,0,37,5,"Not Found"
"4","Cruel Summer","Taylor Swift",1,2019,8,23,7858,100,"800840817",116,207,"125",12,"548",170,"A","Major",55,58,72,11,0,11,15,"https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647"
"876","Hot Shit (feat. Ye & Lil Durk)","Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,"85924992",11,0,"2",0,"0",157,"A","Major",88,52,69,0,0,8,23,"https://i.scdn.co/image/ab67616d0000b273b629e669238964a725937c1b"
"492","You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,"180577478",108,56,"30",0,"0",93,"F","Major",63,93,88,1,0,12,4,"https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4"
"784","Worldwide Steppers","Kendrick Lamar",1,2022,5,13,1480,0,"61739839",1,0,"5",0,"0",72,"A#","Minor",56,56,47,76,0,8,36,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"656","City of Gods","Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,"107255472",34,3,"30",0,"0",147,"G#","Minor",47,50,80,10,0,32,38,"Not Found"
"737","LOVE DIVE","IVE",1,2022,4,5,753,8,"305771063",28,124,"13",0,"1",118,"C#","Minor",70,54,71,0,0,33,4,"https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093"
"549","Todo De Ti","Rauw Alejandro",1,2020,11,2,11975,8,"1168642797",188,75,"268",6,"16",128,"D#","Minor",81,57,63,40,1,10,4,"https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795"
"3","vampire","Olivia Rodrigo",1,2023,6,30,1397,113,"140003974",94,207,"91",14,"949",138,"F","Major",51,32,53,17,0,31,6,"https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d"
"868","Ojos Marrones","Lasso",1,2022,2,6,795,11,"263280370",26,18,"15",1,"4",120,"G#","Minor",81,72,65,4,0,14,4,"https://i.scdn.co/image/ab67616d0000b273c6fbbdf9c172f4f68a89198a"
"530","MONEY","Lisa",1,2021,9,10,2566,13,"863625566",44,109,"131",0,"",140,"C#","Minor",83,40,55,16,0,14,23,"https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19"
"399","Muï¿½ï¿½","Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,"120972253",33,7,"53",2,"0",90,"A#","Minor",68,83,71,3,0,31,8,"Not Found"
"154","Nosso Quadro","Ana Castela, AgroPlay",2,2023,2,2,894,9,"233801632",14,88,"66",3,"72",160,"A","Major",69,61,71,33,0,31,20,"Not Found"
"5","WHERE SHE GOES","Bad Bunny",1,2023,5,18,3133,50,"303236322",84,133,"87",15,"425",144,"A","Minor",65,23,80,14,63,11,6,"https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1"
"514","good 4 u","Olivia Rodrigo",1,2021,5,14,15563,6,"1887039593",259,55,"461",1,"",166,"F#","Minor",56,68,66,28,0,11,18,"https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a"
"346","SPIT IN MY FACE!","ThxSoMch",1,2022,10,31,629,14,"303216294",32,3,"9",0,"0",94,"G#","Major",73,65,79,5,2,11,6,"https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3"
"77","Here With Me","d4vd",1,2022,7,17,3246,23,"635412045",94,85,"68",1,"84",132,"E","Major",58,27,48,50,0,12,3,"https://i.scdn.co/image/ab67616d0000b27364fa1bda999f4fbd2b7c4bb7"
"862","En El Radio Un Cochinero","Victor Cibrian",1,2022,5,13,514,0,"164856284",5,36,"1",0,"0",154,"F#","Minor",70,97,62,47,0,10,4,"https://i.scdn.co/image/ab67616d0000b273665cfd5826ac132eb42262d3"
"778","Andrea","Buscabulla, Bad Bunny",2,2022,5,6,1195,0,"344055883",8,30,"13",1,"1",103,"C#","Minor",80,45,62,76,0,10,38,"Not Found"
"80","CORAZï¿½ï¿½N VA","Maria Becerra",1,2023,6,22,370,20,"43857627",12,16,"18",4,"93",98,"C#","Major",68,40,79,33,0,30,6,"Not Found"
"128","Watermelon Sugar","Harry Styles",1,2019,11,17,21915,34,"2322580122",437,115,"1,212",12,"",95,"","Major",55,56,82,12,0,34,5,"https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a"
"859","Boyfriends","Harry Styles",1,2022,5,20,1517,0,"137070925",26,2,"30",0,"0",118,"","Major",42,32,20,94,0,11,4,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0"
"476","Merry Christmas","Ed Sheeran, Elton John",2,2017,11,10,2209,0,"135723538",72,90,"141",0,"0",114,"","Major",59,60,94,24,0,10,4,"https://i.scdn.co/image/ab67616d0000b273d8db7e7b7d4c1e90cd18ca3a"
"33","Creepin'","The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,"843957510",113,149,"245",23,"27",98,"C#","Minor",71,17,61,36,0,8,5,"https://i.scdn.co/image/ab67616d0000b273703d523982199b2d1f2c77f5"
"210","Area Codes","Kaliii, Kaliii",2,2023,3,17,1197,13,"113509496",44,34,"25",1,"171",155,"C#","Major",82,51,39,2,0,9,49,"https://i.scdn.co/image/ab67616d0000b2733eecc265c134153c14794aab"
"242","Cupido","Tini",1,2023,2,14,1240,24,"217672943",51,29,"63",4,"54",120,"A","Major",91,63,58,52,0,31,22,"https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d"
"368","Bombonzinho - Ao Vivo","Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,"263453310",26,69,"73",2,"6",158,"C#","Major",65,72,95,31,0,92,5,"https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035"
"433","Good Days","SZA",1,2020,12,24,10426,2,"826623384",133,109,"182",1,"10",121,"C#","Minor",46,53,78,23,0,72,6,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"733","X ï¿½ï¿½LTIMA","Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,"349746291",55,3,"32",0,"0",90,"G","Major",81,59,83,9,0,11,5,"Not Found"
"85","STAY (with Justin Bieber)","Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,"2665343922",492,99,"798",31,"0",170,"C#","Major",59,48,76,4,0,10,5,"Not Found"
"59","S91","Karol G",1,2023,7,14,525,41,"16011326",34,115,"39",6,"216",128,"","Minor",86,42,72,59,0,9,19,"https://i.scdn.co/image/ab67616d0000b273890cfb712167a0186918644e"
"569","Lost in the Fire","The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,"686734357",110,145,"447",0,"46",101,"D","Major",66,18,68,9,0,12,4,"https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794"
"447","Santa Tell Me","Ariana Grande",1,2013,12,13,9408,0,"834129063",231,106,"439",0,"",133,"G","Major",46,53,63,5,0,30,18,"https://i.scdn.co/image/ab67616d0000b273fb704b7e832b40f08c14629c"
"199","Ditto","NewJeans",1,2022,12,19,1154,22,"397582059",28,125,"11",1,"51",134,"F#","Minor",81,18,64,3,0,10,11,"https://i.scdn.co/image/ab67616d0000b273edf5b257be1d6593e81bb45f"
"345","Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,"139836056",11,101,"0",0,"48",94,"A","Major",59,44,56,80,0,6,3,"Not Found"
"133","Radio","Lana Del Rey",1,2011,1,1,9389,46,"284819874",24,122,"282",3,"368",150,"D","Major",42,20,86,21,0,9,9,"https://i.scdn.co/image/ab67616d0000b273f894be72a77b1488292672c7"
"209","Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray)","Metro Boomin, Coi Leray",2,2023,6,2,332,5,"70106975",18,41,"5",0,"19",120,"A","Major",78,5,30,21,0,13,5,"https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f"
"180","Shape of You","Ed Sheeran",1,2017,1,6,32181,10,"3562543890",33,0,"6,808",7,"0",96,"C#","Minor",83,93,65,58,0,9,8,"https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96"
"605","No Lie","Sean Paul, Dua Lipa",2,2016,11,18,7370,0,"956865266",92,127,"1,219",0,"62",102,"G","Major",74,45,89,5,0,26,13,"https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c"
"104","Mockingbird","Eminem",1,2004,1,1,12985,61,"1241559043",49,98,"2,394",5,"204",84,"E","Minor",62,24,67,21,0,13,28,"https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023"
"563","Butter","BTS",1,2021,5,21,4779,6,"1143647827",180,135,"223",0,"5",110,"G#","Major",79,70,36,0,0,6,11,"https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49"
"443","Last Christmas","Wham!",1,1984,1,1,22153,0,"1159176109",274,111,"1,302",0,"",107,"B","Minor",74,88,65,28,0,46,3,"https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d"
"806","Beautiful Girl","Luciano",1,2022,4,22,710,4,"160035717",16,11,"18",0,"0",140,"B","Minor",84,61,42,31,0,9,9,"https://i.scdn.co/image/ab67616d0000b2731471ae084d0835cfc320fa6a"
"535","Toxic","BoyWithUke",1,2021,9,10,1795,0,"582981380",34,23,"118",0,"",180,"G#","Minor",59,69,61,84,0,46,36,"https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0"
"404","One Kiss (with Dua Lipa)","Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,"1897517891",537,122,"2,726",6,"",124,"A","Minor",79,59,86,4,0,8,11,"https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108"
"375","ýýýýýýýýýýýýýýýýýýýýý","Fujii Kaze",1,2020,5,20,685,14,"403097450",24,94,"9",0,"23",158,"F#","Minor",60,52,76,17,0,19,5,"Not Found"
"379","My Universe","Coldplay, BTS",2,2021,9,24,6127,13,"1061966512",0,0,"0",0,"0",105,"A","Major",58,42,68,1,0,14,4,"https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575"
"538","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",1,2021,11,12,4635,5,"583687007",50,49,"30",1,"2",93,"","Major",63,21,52,28,0,9,3,"https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d"
"727","O.O","NMIXX",1,2022,2,22,290,0,"135444283",9,66,"10",0,"0",200,"B","Minor",39,28,77,4,0,6,29,"https://i.scdn.co/image/ab67616d0000b27386ca91e718866f411c01db5e"
"282","No Se Va","Grupo Frontera",1,2022,4,28,924,18,"404887295",17,80,"22",9,"38",173,"","Major",59,69,53,12,0,23,3,"https://i.scdn.co/image/ab67616d0000b273042b5cc9a1a0a97cfc005ee8"
"82","Until I Found You (with Em Beihold) - Em Beihold Version","Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,"600976848",60,96,"71",0,"115",101,"A#","Major",34,32,57,78,0,20,3,"Not Found"
"329","Marisola - Remix","Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,"223582566",20,8,"30",2,"0",95,"C#","Major",77,72,87,17,0,7,5,"Not Found"
"938","Circo Loco","Drake, 21 Savage",2,2022,11,4,1794,0,"141720999",26,9,"17",0,"3",104,"C#","Major",73,25,61,1,0,32,7,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad"
"165","Save Your Tears","The Weeknd",1,2020,3,20,12688,13,"1591223784",197,115,"112",0,"200",118,"","Major",68,61,82,2,0,50,3,"https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36"
"350","Kahani Suno 2.0","Kaifi Khalil",1,2022,5,31,162,6,"156777415",1,10,"1",0,"1",140,"B","Major",58,26,38,91,0,10,4,"https://i.scdn.co/image/ab67616d0000b2734697d4ee22b3f63c17a3b9ec"
"142","Novo Balanï¿½","Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,"81102253",6,9,"26",1,"66",124,"D#","Minor",84,65,50,67,0,13,6,"Not Found"
"27","Calm Down (with Selena Gomez)","Rï¿½ï¿½ma, Selena G",2,2022,3,25,7112,77,"899183384",202,119,"318",38,"96",107,"B","Major",80,82,80,43,0,14,4,"Not Found"
"706","DANï¿½ï¿½A","Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,"208166039",45,0,"99",1,"1",135,"A","Minor",78,55,57,4,0,10,8,"Not Found"
"175","ýýýýýýýýýýýý","YOASOBI",1,2023,4,12,356,16,"143573775",35,102,"8",1,"117",166,"C#","Major",57,84,94,11,0,37,9,"Not Found"
"576","LA FAMA (with The Weeknd)","The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,"374706940",81,93,"507",6,"4",136,"","Minor",77,82,30,95,0,13,5,"Not Found"
"185","Apocalypse","Cigarettes After Sex",1,2017,3,21,13091,17,"841749534",61,96,"790",2,"116",94,"F","Major",37,17,47,2,46,11,3,"https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161"
