"","track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","cover_url"
"232","CUFF IT","Beyoncï¿",1,2022,7,29,7842,10,"595900742",215,88,"330",26,"23",115,"G","Major",78,64,69,4,0,7,14,"Not Found"
"832","Daylight","Harry Styles",1,2022,5,20,2775,0,"290833204",21,11,"40",0,"0",146,"","Major",69,63,45,48,0,18,4,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0"
"398","Te Felicito","Shakira, Rauw Alejandro",2,2022,4,21,4796,9,"606361689",124,66,"212",13,"1",174,"F","Major",70,57,64,23,0,8,32,"https://i.scdn.co/image/ab67616d0000b2739a9716c90ceeb1890921e44f"
"115","Everybody Wants To Rule The World","Tears For Fears",1,1985,2,17,41751,25,"1205951614",101,32,"2,655",0,"666",112,"G","Major",64,54,81,36,0,11,6,"https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235"
"524","Starry Eyes","The Weeknd",1,2022,1,7,1014,0,"74601456",1,17,"11",0,"0",86,"A","Minor",28,13,41,50,0,19,3,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d"
"14","Daylight","David Kushner",1,2023,4,14,3528,98,"387570742",80,156,"182",24,"1,281",130,"D","Minor",51,32,43,83,0,9,3,"https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae"
"179","SNAP","Rosa Linn",1,2022,3,19,3202,18,"726307468",148,80,"226",24,"0",170,"","Major",56,53,64,11,0,45,6,"https://i.scdn.co/image/ab67616d0000b2731391b1fdb63da53e5b112224"
"442","All I Want for Christmas Is You","Mariah Carey",1,1994,10,28,25653,0,"1449779435",387,132,"2,094",0,"",150,"G","Major",34,33,63,16,0,7,4,"https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f"
"193","Titi Me Preguntï¿","Bad Bunny",1,2022,5,6,9037,42,"1264310836",124,133,"139",14,"166",107,"F","Minor",65,19,72,10,0,13,25,"Not Found"
"522","Dawn FM","The Weeknd",1,2022,1,7,811,0,"53933526",1,8,"6",0,"0",78,"A","Minor",27,10,49,62,0,49,5,"https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d"
"323","I Love You So","The Walters",1,2014,11,28,7536,7,"972164968",44,19,"135",0,"6",76,"A#","Major",58,46,67,65,0,13,4,"https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f"
"380","Devil Donï¿½ï¿½ï¿½","Morgan Wallen",1,2023,3,3,166,0,"32526947",2,10,"0",0,"0",125,"","Major",53,32,66,38,0,9,3,"Not Found"
"252","MERCHO","Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,"231332117",41,22,"56",4,"84",93,"F#","Minor",84,96,79,43,0,18,11,"Not Found"
"49","Starboy","The Weeknd, Daft Punk",2,2016,9,21,29536,79,"2565529693",281,137,"2,445",1,"140",186,"G","Major",68,49,59,16,0,13,28,"https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452"
"461","The Christmas Song (Merry Christmas To You) - Remastered 1999","Nat King Cole",1,1946,11,1,11500,0,"389771964",140,72,"251",0,"0",139,"C#","Major",36,22,15,84,0,11,4,"https://i.scdn.co/image/ab67616d0000b273e02cc6524dcecb6608fee0b3"
"812","Where Did You Go?","MNEK, Jax Jones",2,2022,1,26,4531,0,"300983101",135,74,"119",1,"18",127,"A#","Major",77,53,78,19,0,29,4,"Not Found"
"388","Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","Rihanna",1,2022,10,28,3311,0,"297328960",129,31,"212",1,"41",177,"A","Major",25,17,30,90,0,13,3,"https://i.scdn.co/image/ab67616d0000b273a790c56cff6e3463bf9935cb"
"774","Me Fui de Vacaciones","Bad Bunny",1,2022,5,6,1443,0,"305650299",9,11,"22",1,"0",85,"A#","Major",71,43,65,23,0,9,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72"
"83","Novidade na ï¿½ï¿","Mc Livinho, DJ Matt D",2,2023,6,23,267,9,"39709092",9,6,"25",2,"72",130,"F","Major",63,36,34,76,0,35,9,"Not Found"
"895","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,"123473120",54,6,"124",1,"0",126,"A","Major",81,90,73,28,0,29,4,"https://i.scdn.co/image/ab67616d0000b2739b93a80dbfd3d789065d7b67"
"202","Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,"133753727",22,18,"15",1,"0",74,"A#","Minor",53,24,67,11,0,10,28,"https://i.scdn.co/image/ab67616d0000b273445afb6341d2685b959251cc"
"821","Iris","The Goo Goo Dolls",1,1998,3,31,13101,9,"1284942608",137,5,"582",0,"0",156,"B","Minor",32,49,72,0,0,9,4,"https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca"
"866","Massive","Drake",1,2022,6,17,5263,0,"195628667",66,89,"61",0,"11",125,"E","Minor",51,5,68,12,2,15,6,"https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37"
"264","Cupid","Fifty Fifty",1,2023,2,24,526,10,"139681964",15,93,"30",0,"320",120,"D","Major",77,94,66,65,0,38,3,"https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb"
"580","Freaks","Surf Curse",1,2015,5,10,3006,3,"824420218",23,21,"121",0,"13",180,"A","Major",35,41,94,0,63,5,5,"https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f"
"702","Envolver","Anitta",1,2021,11,11,4673,2,"546191065",123,113,"180",1,"4",92,"E","Minor",81,40,73,15,0,9,8,"https://i.scdn.co/image/ab67616d0000b27332f29a61d5e3c3bb3c7ae510"
"469","Open Arms (feat. Travis Scott)","SZA, Travis Scott",2,2022,12,8,1420,4,"155653938",13,87,"17",0,"46",78,"A","Major",67,22,59,76,1,15,16,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"237","AMERICA HAS A PROBLEM (feat. Kendrick Lamar)","Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,"57089066",34,2,"33",0,"1",126,"C#","Major",78,20,70,1,0,16,4,"Not Found"
"820","With you","HA SUNG WOON, Jimin",2,2022,4,24,343,2,"240580042",4,35,"11",1,"1",150,"D#","Major",53,14,43,64,0,13,3,"Not Found"
"287","En Paris","El Chachito, Junior H",2,2022,12,24,406,5,"198275403",3,31,"2",1,"0",139,"D#","Minor",70,77,48,37,0,12,5,"https://i.scdn.co/image/ab67616d0000b27354c372ef8e7b53bb3c932ac5"
"874","SNAP","Rosa Linn",1,2022,3,19,1818,0,"711366595",3,0,"63",0,"353",170,"","Major",56,52,64,11,0,45,7,"https://i.scdn.co/image/ab67616d0000b2731391b1fdb63da53e5b112224"
"642","Memories","Maroon 5",1,2019,9,20,9974,2,"1759567999",272,67,"1,066",1,"19",91,"B","Major",77,60,32,84,0,8,5,"https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631"
"258","Haegeum","Agust D",1,2023,4,21,244,12,"118810253",6,84,"10",2,"9",85,"G","Major",70,83,84,31,0,47,30,"https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e"
"117","Tattoo","Loreen",1,2023,2,25,2988,59,"201660859",74,102,"145",18,"925",150,"D#","Minor",55,30,78,24,0,12,8,"https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6"
"474","F2F","SZA",1,2022,12,9,989,0,"67540165",5,9,"1",0,"0",90,"D","Major",53,47,74,9,0,34,4,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1"
"215","All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,"37126685",5,17,"5",0,"0",135,"A","Minor",77,28,55,18,0,22,15,"https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f"
"207","Hits Different","Taylor Swift",1,2023,5,26,547,0,"68616963",15,15,"6",0,"0",106,"F","Major",67,24,78,15,0,30,4,"https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0"
"788","ULTRA SOLO","Polima WestCoast, Pailita",2,2022,2,14,1367,0,"307752576",48,4,"34",1,"0",110,"C#","Major",80,26,85,23,0,11,21,"https://i.scdn.co/image/ab67616d0000b27353f35bf4da7e552b28d409dd"
"319","Malas Decisiones","Kenia OS",1,2022,10,26,542,2,"156214700",23,2,"21",0,"0",110,"G#","Minor",81,64,79,5,0,31,3,"https://i.scdn.co/image/ab67616d0000b2739afe5698b0a9559dabc44ac8"
"786","Purple Hearts","Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,"76831876",7,0,"7",0,"0",138,"D#","Minor",57,71,82,19,0,15,29,"https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f"
"328","Peaches (from The Super Mario Bros. Movie)","Jack Black",1,2023,4,7,34,0,"68216992",0,0,"0",0,"0",92,"A#","Minor",71,41,31,79,0,10,5,"Not Found"
"297","Lose Yourself - Soundtrack Version","Eminem",1,2002,1,1,32502,21,"1829992958",247,54,"5,567",1,"51",171,"D","Major",70,6,73,1,0,36,26,"Not Found"
"149","Those Eyes","New West",1,2019,5,10,1507,14,"411747614",24,71,"44",1,"195",120,"E","Major",60,24,35,73,0,31,3,"https://i.scdn.co/image/ab67616d0000b2731bb5dc21200bfc56d8f7ef41"
"248","Cartï¿½ï¿½o B","MC Caverinha, KayBlack",2,2023,5,11,269,4,"71573339",7,2,"30",1,"11",108,"A","Minor",84,55,47,26,0,20,64,"Not Found"
"836","Born Singer","BTS",1,2022,6,10,279,0,"79095270",0,18,"6",0,"0",158,"G#","Minor",60,68,84,4,0,24,11,"https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49"
"341","Heaven","Niall Horan",1,2023,2,17,1553,2,"144584800",61,6,"48",0,"150",92,"F","Major",57,68,76,7,0,33,3,"https://i.scdn.co/image/ab67616d0000b2732a368fea49f5c489a9dc3949"
"151","Mi Bello Angel","Natanael Cano",1,2023,6,30,86,8,"31873544",7,76,"3",1,"93",128,"A","Minor",81,90,77,1,0,9,5,"https://i.scdn.co/image/ab67616d0000b273e2e093427065eaca9e2f2970"
"452","Feliz Navidad","Josï¿½ï¿½ Felic",1,1970,11,1,3788,0,"520034544",21,3,"10",0,"0",148,"D","Major",50,96,82,47,0,34,4,"Not Found"
"12","Super Shy","NewJeans",1,2023,7,7,422,55,"58255150",37,202,"21",5,"168",150,"F","Minor",78,52,82,18,0,15,7,"https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af"
"740","Cool for the Summer","Demi Lovato",1,2015,1,1,9243,0,"677389855",155,5,"577",0,"6",114,"F","Minor",59,30,62,1,0,8,4,"https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784"
"432","Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A","Omar Apollo",1,2022,4,8,2499,0,"227918678",70,0,"49",0,"0",82,"A","Major",70,31,34,60,1,11,4,"Not Found"
